Time of Visit,IP Address,Request Method,Status Code,Navigation Pages,Country,Sports,Number of Visit,Gender,Age,Cluster
00:07:58,89.252.232.20,HEAD,200,venue information.html,China,Athletics,Once,Male,35,2
17:51:50,2.252.4.51,POST,200,searchsports.html,Poland,Football,Seldon,Non-binary,34,2
12:24:36,70.93.57.33,HEAD,200,ticketing.html,China,Athletics,Often,Female,52,1
01:10:31,143.41.66.155,HEAD,200,images/games.html,Guatemala,Wrestling,Daily,Female,51,1
18:06:38,156.59.74.196,PUT,403,news.html,Poland,Football,Often,Female,33,0
19:26:37,75.35.190.180,CONNECT,400,venue information.html,Serbia,Swimming,Seldon,Non-binary,26,0
12:49:26,168.8.30.8,HEAD,200,images/games.html,Hungary,Athletics,Seldon,Female,20,2
17:38:50,22.49.215.107,HEAD,301,index.html,China,Volleyball,Seldon,Female,52,0
01:52:12,49.217.240.28,HEAD,100,ticketing.html,Croatia,Baseball,Often,Male,63,1
21:51:56,241.67.43.7,HEAD,301,ticketing.html,China,Table Tennis,Once,Male,64,1
14:11:09,13.97.74.176,HEAD,100,sechedule.html,Denmark,Basketball,Seldon,Female,65,1
23:00:29,21.161.41.65,GET,200,images/games.html,Peru,Swimming,Once,Male,57,1
22:10:24,243.114.9.175,GET,200,sechedule.html,Mongolia,Table Tennis,Never,Male,50,1
03:16:50,11.240.228.125,GET,200,venue information.html,Serbia,Shooting,Once,Non-binary,65,1
04:00:49,71.197.187.36,PATCH,403,sechedule.html,Iran,Gymnastics,Often,Non-binary,41,0
12:24:42,235.228.78.64,GET,200,sponsorship.html,China,Table Tennis,Often,Male,23,2
16:07:30,228.32.99.148,HEAD,200,images/games.html,Ivory Coast,Swimming,Seldon,Female,66,1
19:25:54,54.74.107.197,CONNECT,400,sechedule.html,Russia,Baseball,Seldon,Non-binary,19,0
10:12:10,36.54.0.77,PATCH,301,images/games.html,Sweden,Athletics,Seldon,Female,47,0
21:12:37,2.165.220.62,POST,200,searchsports.html,China,Volleyball,Often,Female,67,1
18:04:45,101.139.254.151,GET,200,searchsports.html,China,Gymnastics,Often,Female,28,2
12:08:02,70.209.59.240,HEAD,200,index.html,China,Weightlifting,Seldon,Female,63,1
08:17:49,201.229.156.168,GET,301,news.html,Indonesia,Table Tennis,Seldon,Female,29,0
22:22:46,177.126.191.68,GET,200,ticketing.html,Pakistan,Gymnastics,Daily,Male,23,2
05:36:50,73.253.33.170,PUT,200,ticketing.html,Philippines,Athletics,Daily,Female,45,1
13:51:59,23.218.215.167,PUT,200,sechedule.html,Philippines,Basketball,Never,Male,59,1
02:28:44,192.207.94.144,GET,301,images/games.html,Bulgaria,Table Tennis,Seldon,Female,31,0
19:35:19,150.199.234.51,PUT,200,searchsports.html,Brazil,Athletics,Often,Male,55,1
06:10:50,200.189.216.15,PUT,200,news.html,Poland,Athletics,Daily,Non-binary,62,1
10:25:31,226.191.27.167,CONNECT,200,index.html,China,Volleyball,Daily,Male,59,1
08:52:43,222.139.70.250,HEAD,200,searchsports.html,Brazil,Badminton,Often,Male,59,1
03:10:45,214.115.63.56,HEAD,200,index.html,Mozambique,Wrestling,Seldon,Male,29,2
03:52:11,174.42.32.79,CONNECT,200,images/games.html,Indonesia,Basketball,Daily,Male,24,2
18:41:22,164.116.91.23,POST,200,venue information.html,Philippines,Table Tennis,Seldon,Female,42,2
17:22:06,57.151.158.29,GET,100,sechedule.html,Mali,Athletics,Often,Non-binary,20,2
13:39:04,53.61.211.194,GET,200,searchsports.html,Taiwan,Football,Once,Male,69,1
01:48:46,120.52.21.151,GET,301,index.html,Montenegro,Swimming,Seldon,Male,66,1
22:02:03,196.27.20.200,GET,100,images/games.html,Croatia,Swimming,Daily,Female,24,2
10:25:53,83.106.177.172,PATCH,200,images/games.html,Argentina,Athletics,Once,Non-binary,51,1
13:14:01,200.150.158.6,GET,100,sechedule.html,Indonesia,Football,Never,Male,47,1
06:06:03,139.31.123.179,PATCH,200,searchsports.html,Peru,Athletics,Often,Male,19,2
19:38:49,114.166.35.183,HEAD,200,sechedule.html,Poland,Athletics,Once,Female,46,1
01:07:31,136.254.33.27,PUT,200,sechedule.html,Indonesia,Baseball,Seldon,Male,64,1
22:26:52,130.198.157.175,PATCH,200,sponsorship.html,France,Table Tennis,Seldon,Male,54,1
08:32:15,184.20.202.162,PATCH,200,index.html,Peru,Football,Seldon,Male,70,1
12:28:04,83.222.221.199,POST,301,index.html,Argentina,Football,Often,Non-binary,47,0
12:11:50,94.57.90.158,PATCH,200,index.html,Russia,Swimming,Once,Non-binary,25,2
01:37:53,93.11.94.36,PUT,200,ticketing.html,Philippines,Badminton,Often,Female,56,1
23:36:01,204.213.142.4,GET,200,news.html,Sweden,Table Tennis,Seldon,Male,26,2
10:02:52,199.109.42.46,GET,200,index.html,Philippines,Athletics,Once,Non-binary,66,1
02:21:18,93.252.103.156,CONNECT,100,index.html,Indonesia,Swimming,Seldon,Male,33,2
01:52:29,138.214.86.139,HEAD,200,index.html,China,Athletics,Often,Non-binary,54,1
00:52:58,85.132.168.132,HEAD,200,sechedule.html,Pakistan,Swimming,Seldon,Non-binary,44,2
06:39:19,164.64.112.11,HEAD,100,searchsports.html,Sweden,Swimming,Seldon,Male,52,1
02:48:31,97.244.37.12,CONNECT,200,index.html,Iran,Baseball,Once,Male,35,2
22:22:51,114.71.176.225,PATCH,200,searchsports.html,Canada,Basketball,Seldon,Male,41,2
10:33:16,128.41.223.167,HEAD,200,sponsorship.html,China,Athletics,Often,Male,68,1
19:14:57,183.69.202.182,PUT,200,sponsorship.html,China,Swimming,Seldon,Non-binary,51,1
19:04:38,204.101.121.155,GET,200,images/games.html,China,Basketball,Once,Male,69,1
20:06:34,213.140.105.14,HEAD,301,searchsports.html,Russia,Basketball,Seldon,Male,21,0
03:50:16,153.4.235.44,GET,200,sechedule.html,Pakistan,Swimming,Seldon,Female,64,1
13:48:54,136.0.178.191,POST,403,sechedule.html,Portugal,Gymnastics,Often,Female,50,0
15:18:10,216.85.75.109,GET,100,sponsorship.html,China,Gymnastics,Seldon,Non-binary,39,2
01:40:55,112.113.46.233,HEAD,200,images/games.html,Philippines,Athletics,Seldon,Non-binary,29,2
20:49:22,82.84.178.172,POST,200,searchsports.html,Norway,Volleyball,Often,Male,47,1
17:03:59,92.43.224.233,GET,200,ticketing.html,Indonesia,Swimming,Often,Female,20,2
21:38:45,178.193.164.235,PATCH,200,index.html,Peru,Table Tennis,Once,Male,66,1
08:36:36,10.243.87.250,CONNECT,200,searchsports.html,China,Athletics,Daily,Male,47,1
14:28:15,213.117.30.163,CONNECT,200,index.html,Russia,Baseball,Once,Non-binary,18,2
09:30:22,142.80.203.3,GET,200,ticketing.html,China,Volleyball,Seldon,Male,23,2
19:16:47,51.11.27.0,POST,200,sechedule.html,Colombia,Football,Often,Female,57,1
12:43:49,159.20.38.238,HEAD,200,sponsorship.html,United States,Baseball,Seldon,Non-binary,60,1
07:14:14,234.15.161.235,PUT,200,index.html,Indonesia,Table Tennis,Seldon,Non-binary,48,1
02:05:47,126.208.51.50,HEAD,200,index.html,Canada,Table Tennis,Daily,Female,20,2
04:29:32,50.182.213.31,PATCH,200,searchsports.html,China,Athletics,Seldon,Male,61,1
04:58:24,61.101.242.74,PATCH,200,index.html,Mexico,Athletics,Daily,Female,35,2
18:49:40,172.109.128.98,CONNECT,200,venue information.html,China,Athletics,Seldon,Male,20,2
00:14:16,30.186.145.96,GET,200,searchsports.html,Zimbabwe,Athletics,Seldon,Male,69,1
07:26:10,6.208.202.187,PATCH,200,ticketing.html,New Zealand,Volleyball,Often,Male,57,1
02:30:18,116.75.77.90,CONNECT,400,images/games.html,Poland,Swimming,Daily,Female,41,0
18:48:34,72.161.18.244,CONNECT,200,searchsports.html,United States,Badminton,Seldon,Male,46,1
20:01:07,190.66.141.1,GET,301,index.html,Peru,Table Tennis,Often,Female,45,0
23:37:47,54.231.189.161,PATCH,200,news.html,Vietnam,Athletics,Often,Male,45,1
06:50:24,230.107.234.12,PATCH,200,ticketing.html,China,Football,Once,Non-binary,39,2
06:21:07,135.181.218.149,POST,200,sponsorship.html,China,Badminton,Seldon,Female,37,2
09:30:34,255.82.251.175,CONNECT,200,venue information.html,Brazil,Swimming,Daily,Male,55,1
03:53:39,156.176.57.65,POST,200,index.html,Azerbaijan,Baseball,Seldon,Male,68,1
02:54:41,210.101.6.22,GET,301,venue information.html,Indonesia,Gymnastics,Seldon,Male,39,0
14:17:26,160.72.129.187,PATCH,100,index.html,France,Volleyball,Seldon,Non-binary,55,1
20:52:32,107.116.150.153,POST,100,index.html,China,Karate,Seldon,Non-binary,56,1
19:36:17,158.27.56.116,GET,200,searchsports.html,Afghanistan,Football,Seldon,Female,66,1
22:33:55,56.108.122.247,HEAD,200,images/games.html,France,Football,Once,Female,41,2
07:13:23,218.59.13.34,GET,200,index.html,Benin,Badminton,Often,Female,38,2
06:21:52,149.63.190.177,PATCH,200,index.html,United States,Table Tennis,Often,Female,18,2
08:54:38,86.180.141.220,HEAD,100,venue information.html,Russia,Athletics,Often,Female,51,1
19:30:23,239.202.27.190,PATCH,200,images/games.html,Afghanistan,Swimming,Seldon,Non-binary,30,2
03:17:47,26.0.241.202,CONNECT,200,index.html,Portugal,Volleyball,Seldon,Non-binary,58,1
07:22:14,188.165.26.157,HEAD,200,ticketing.html,China,Swimming,Often,Female,59,1
00:08:57,64.167.135.79,CONNECT,100,searchsports.html,Indonesia,Table Tennis,Seldon,Male,30,2
05:23:56,38.62.166.40,HEAD,200,sechedule.html,Portugal,Football,Seldon,Male,21,2
16:23:52,165.86.230.197,CONNECT,200,sechedule.html,Japan,Swimming,Daily,Male,70,1
12:33:45,232.48.95.241,PATCH,100,venue information.html,Ukraine,Swimming,Seldon,Male,56,1
12:57:38,131.86.16.148,GET,200,index.html,Portugal,Boxing,Daily,Female,38,2
07:08:44,176.197.123.169,GET,200,searchsports.html,Indonesia,Table Tennis,Once,Female,27,2
07:50:56,240.223.125.99,PATCH,200,images/games.html,Brazil,Wrestling,Seldon,Male,58,1
13:41:07,185.225.122.221,CONNECT,200,images/games.html,Indonesia,Volleyball,Often,Male,46,1
10:34:25,9.179.21.98,POST,200,searchsports.html,China,Badminton,Seldon,Male,68,1
14:47:05,98.14.46.15,HEAD,200,news.html,China,Table Tennis,Seldon,Male,49,1
20:24:42,207.101.9.202,GET,200,venue information.html,Japan,Basketball,Seldon,Male,63,1
04:10:28,195.28.140.179,GET,500,searchsports.html,Russia,Diving,Seldon,Male,25,0
03:52:23,226.14.161.240,CONNECT,200,sechedule.html,Indonesia,Swimming,Seldon,Male,38,2
15:50:18,125.115.64.14,GET,100,venue information.html,Indonesia,Swimming,Never,Female,33,2
17:45:57,78.61.220.94,POST,200,ticketing.html,Peru,Table Tennis,Seldon,Male,25,2
09:51:52,178.34.21.88,GET,403,venue information.html,Peru,Fencing,Often,Non-binary,32,0
02:53:13,87.242.14.88,HEAD,200,index.html,Nigeria,Table Tennis,Seldon,Male,36,2
12:27:21,183.165.231.232,PATCH,200,index.html,Colombia,Football,Seldon,Female,32,2
20:18:42,170.132.128.23,POST,100,index.html,Micronesia,Swimming,Once,Non-binary,19,2
07:58:49,152.230.241.225,HEAD,100,index.html,China,Table Tennis,Seldon,Male,26,2
05:06:09,147.195.124.22,POST,200,sechedule.html,Portugal,Athletics,Seldon,Female,44,2
08:14:36,178.67.44.196,HEAD,200,images/games.html,Russia,Boxing,Seldon,Female,42,2
14:25:29,76.75.249.138,PUT,200,index.html,Portugal,Swimming,Seldon,Non-binary,29,2
12:54:08,154.92.100.89,POST,200,sechedule.html,Indonesia,Basketball,Once,Male,54,1
09:43:13,56.207.248.92,HEAD,100,venue information.html,Sweden,Athletics,Once,Female,32,2
14:27:37,21.103.10.97,POST,200,sechedule.html,Japan,Gymnastics,Often,Female,60,1
07:34:14,97.245.152.228,PUT,200,searchsports.html,Greece,Basketball,Often,Female,54,1
02:03:12,114.231.23.249,GET,100,images/games.html,Russia,Basketball,Seldon,Male,36,2
19:31:10,113.241.164.206,GET,200,index.html,Philippines,Swimming,Once,Non-binary,48,1
17:08:54,129.112.137.203,PATCH,200,searchsports.html,Pakistan,Shooting,Often,Female,59,1
19:08:32,216.181.52.84,GET,500,images/games.html,Thailand,Basketball,Once,Male,30,0
12:35:57,5.33.59.167,HEAD,100,sponsorship.html,Poland,Baseball,Often,Male,65,1
17:43:30,218.190.74.52,PATCH,200,images/games.html,United States,Weightlifting,Seldon,Female,63,1
19:54:32,28.194.160.182,PATCH,200,news.html,China,Football,Once,Male,38,2
11:29:03,8.174.97.170,GET,200,venue information.html,Ivory Coast,Baseball,Once,Non-binary,40,2
17:33:53,145.8.50.90,POST,200,images/games.html,Netherlands,Gymnastics,Daily,Male,20,2
21:29:26,87.227.234.117,GET,200,sechedule.html,Zambia,Swimming,Seldon,Male,37,2
13:24:35,78.33.3.238,HEAD,200,sechedule.html,China,Karate,Often,Non-binary,39,2
03:04:44,147.220.203.17,CONNECT,100,searchsports.html,Greece,Badminton,Seldon,Male,25,2
21:04:26,247.8.185.37,GET,100,ticketing.html,Vietnam,Table Tennis,Seldon,Non-binary,45,2
03:22:19,48.183.148.187,GET,200,images/games.html,Russia,Baseball,Seldon,Male,41,2
19:17:19,112.0.115.192,POST,200,ticketing.html,Argentina,Volleyball,Seldon,Male,29,2
17:27:01,250.212.33.4,GET,200,index.html,Argentina,Volleyball,Seldon,Non-binary,44,2
11:41:51,79.47.131.121,PATCH,200,sponsorship.html,Sri Lanka,Badminton,Daily,Female,21,2
14:32:31,233.58.129.100,GET,200,index.html,Indonesia,Weightlifting,Often,Male,48,1
09:58:15,198.13.238.220,CONNECT,200,venue information.html,Portugal,Baseball,Often,Non-binary,46,1
12:34:55,226.136.53.22,HEAD,200,index.html,Sudan,Football,Seldon,Female,42,2
20:08:08,192.157.175.180,CONNECT,100,images/games.html,Armenia,Swimming,Seldon,Female,34,2
14:33:34,10.247.23.43,PATCH,200,searchsports.html,Venezuela,Table Tennis,Often,Female,67,1
22:24:06,105.41.12.194,GET,200,sechedule.html,Micronesia,Table Tennis,Once,Female,59,1
11:25:37,115.25.153.145,HEAD,100,ticketing.html,Russia,Swimming,Often,Female,65,1
19:34:40,12.183.146.84,HEAD,200,news.html,Norway,Football,Seldon,Female,23,2
00:14:43,143.88.40.92,GET,200,venue information.html,Peru,Athletics,Seldon,Male,52,1
01:24:46,28.189.182.241,CONNECT,200,venue information.html,Indonesia,Volleyball,Daily,Female,61,1
01:57:16,12.248.114.228,HEAD,301,news.html,China,Swimming,Often,Male,57,0
22:48:54,138.110.67.128,GET,301,images/games.html,Greece,Basketball,Often,Non-binary,52,0
06:47:38,61.13.23.1,HEAD,200,images/games.html,Indonesia,Basketball,Often,Male,27,2
04:12:40,74.37.16.114,HEAD,200,index.html,Finland,Athletics,Often,Male,60,1
03:55:36,21.105.172.104,GET,301,images/games.html,South Africa,Athletics,Often,Female,64,1
04:51:01,187.137.151.77,PATCH,100,searchsports.html,China,Basketball,Daily,Male,44,2
10:46:11,41.35.218.92,PATCH,100,images/games.html,Poland,Football,Once,Male,66,1
06:24:02,101.74.58.101,HEAD,200,index.html,China,Badminton,Seldon,Male,64,1
13:57:50,160.134.201.105,CONNECT,100,searchsports.html,China,Baseball,Seldon,Male,57,1
19:39:48,165.3.95.39,HEAD,200,images/games.html,China,Baseball,Seldon,Female,30,2
03:59:37,64.179.63.194,CONNECT,200,sechedule.html,Philippines,Basketball,Seldon,Non-binary,58,1
16:07:13,7.187.169.57,GET,200,index.html,Philippines,Badminton,Seldon,Male,22,2
09:24:55,183.38.46.88,POST,100,images/games.html,Afghanistan,Baseball,Once,Male,45,2
16:53:00,213.100.22.132,HEAD,200,images/games.html,China,Table Tennis,Once,Non-binary,26,2
12:32:11,137.144.23.211,PATCH,200,searchsports.html,Ireland,Table Tennis,Seldon,Non-binary,47,1
21:31:47,250.246.215.195,HEAD,500,venue information.html,Sweden,Volleyball,Daily,Male,27,0
16:36:52,73.2.16.103,HEAD,200,index.html,France,Athletics,Daily,Non-binary,57,1
18:01:42,191.144.215.240,HEAD,301,index.html,Indonesia,Football,Never,Female,53,0
06:00:39,3.241.21.149,POST,200,searchsports.html,Sweden,Volleyball,Daily,Male,57,1
06:41:26,143.211.234.250,GET,301,images/games.html,Hungary,Baseball,Once,Non-binary,34,0
14:12:59,174.235.237.98,GET,200,images/games.html,China,Basketball,Often,Female,43,2
09:00:28,97.158.228.70,CONNECT,200,sechedule.html,France,Basketball,Seldon,Male,42,2
12:23:11,194.103.125.144,CONNECT,400,ticketing.html,Portugal,Swimming,Once,Male,45,0
10:14:52,44.221.79.186,CONNECT,200,sponsorship.html,Italy,Table Tennis,Often,Male,58,1
15:31:16,122.105.91.225,GET,200,index.html,Yemen,Swimming,Never,Male,24,2
02:17:59,16.246.207.88,POST,301,images/games.html,Russia,Volleyball,Often,Male,66,1
21:19:53,63.175.89.84,POST,301,index.html,Greece,Basketball,Once,Female,39,0
03:16:21,153.245.138.121,CONNECT,403,ticketing.html,Argentina,Badminton,Seldon,Male,30,0
15:01:20,188.24.255.7,PATCH,100,ticketing.html,China,Basketball,Often,Male,57,1
04:34:42,214.158.30.71,HEAD,200,images/games.html,Russia,Athletics,Once,Male,53,1
01:05:53,75.121.139.97,PUT,400,searchsports.html,Indonesia,Football,Seldon,Male,28,0
09:53:51,80.159.89.169,GET,200,images/games.html,China,Baseball,Seldon,Female,62,1
21:56:55,205.118.22.72,HEAD,200,searchsports.html,Sweden,Athletics,Once,Female,64,1
22:00:59,148.107.71.157,HEAD,200,images/games.html,Netherlands,Athletics,Once,Male,42,2
13:57:15,193.14.147.184,HEAD,200,searchsports.html,Philippines,Football,Never,Male,30,2
19:04:35,34.130.196.169,POST,200,searchsports.html,Poland,Boxing,Seldon,Male,67,1
02:59:33,79.42.126.126,PATCH,100,index.html,Indonesia,Baseball,Often,Female,26,2
04:43:36,152.8.203.80,GET,200,index.html,Indonesia,Basketball,Daily,Male,55,1
15:57:17,194.58.120.146,PATCH,200,index.html,China,Volleyball,Seldon,Male,54,1
10:28:38,117.146.73.99,PUT,200,images/games.html,China,Football,Seldon,Male,51,1
18:46:53,14.247.135.103,CONNECT,301,sponsorship.html,Indonesia,Table Tennis,Daily,Male,57,0
05:09:04,97.237.121.48,HEAD,200,images/games.html,Russia,Badminton,Never,Male,63,1
17:10:27,115.61.79.34,POST,200,venue information.html,Kenya,Athletics,Daily,Non-binary,23,2
14:24:44,8.226.240.111,HEAD,200,venue information.html,China,Table Tennis,Often,Non-binary,50,1
15:32:17,36.64.51.93,GET,200,volunteer.html,Costa Rica,Swimming,Seldon,Male,61,1
15:49:58,71.94.64.14,HEAD,200,ticketing.html,Russia,Weightlifting,Never,Non-binary,51,1
07:43:10,39.200.30.184,HEAD,100,images/games.html,France,Volleyball,Seldon,Female,46,1
23:38:33,59.36.203.80,GET,200,ticketing.html,Canada,Athletics,Never,Male,51,1
08:24:46,50.85.65.73,PUT,200,images/games.html,Sweden,Volleyball,Seldon,Non-binary,47,1
18:08:59,48.57.63.211,HEAD,100,index.html,Venezuela,Gymnastics,Often,Female,53,1
01:17:35,64.147.153.113,GET,500,index.html,Netherlands,Swimming,Seldon,Male,30,0
18:56:48,53.75.179.195,PATCH,200,sechedule.html,China,Athletics,Daily,Non-binary,22,2
06:02:40,0.210.81.119,GET,200,venue information.html,Nigeria,Athletics,Seldon,Non-binary,45,1
01:57:59,3.21.72.82,PATCH,200,sechedule.html,Sweden,Baseball,Seldon,Female,23,2
04:31:41,197.210.33.122,HEAD,200,venue information.html,Portugal,Athletics,Often,Male,43,2
23:31:06,80.147.208.227,GET,200,images/games.html,Ireland,Football,Often,Male,59,1
23:50:52,164.116.243.133,PATCH,200,sechedule.html,Indonesia,Athletics,Seldon,Non-binary,61,1
11:44:46,98.117.28.110,GET,200,index.html,Canada,Athletics,Daily,Male,31,2
05:52:15,185.67.59.35,GET,400,sponsorship.html,Norway,Swimming,Seldon,Male,37,0
12:34:11,102.23.117.224,GET,400,venue information.html,Venezuela,Athletics,Seldon,Female,35,0
20:11:30,27.90.9.247,GET,200,searchsports.html,Indonesia,Football,Often,Male,21,2
10:10:12,13.10.153.149,GET,100,images/games.html,Finland,Table Tennis,Seldon,Female,45,2
04:56:39,61.19.30.95,PATCH,200,index.html,Japan,Basketball,Often,Female,21,2
21:48:20,165.243.129.146,GET,403,images/games.html,Indonesia,Volleyball,Often,Male,59,0
06:13:19,141.46.209.69,CONNECT,500,index.html,Indonesia,Basketball,Often,Male,20,0
12:25:20,215.180.231.25,POST,301,sechedule.html,Russia,Table Tennis,Often,Male,45,0
17:18:11,9.254.103.182,PATCH,200,index.html,China,Football,Seldon,Female,53,1
12:42:29,65.36.43.95,GET,301,searchsports.html,Poland,Table Tennis,Daily,Male,68,1
07:57:01,176.141.25.206,GET,100,index.html,Portugal,Football,Once,Non-binary,54,1
11:37:35,116.136.37.237,HEAD,100,sechedule.html,Finland,Swimming,Seldon,Male,45,2
20:53:57,0.14.25.180,GET,100,searchsports.html,Russia,Football,Daily,Male,31,2
19:04:12,183.41.163.214,HEAD,200,venue information.html,Philippines,Athletics,Daily,Female,28,2
22:33:42,10.188.4.193,GET,100,ticketing.html,China,Shooting,Often,Non-binary,29,2
07:21:25,68.229.41.111,CONNECT,200,searchsports.html,Argentina,Swimming,Once,Non-binary,44,2
05:57:24,67.167.213.212,CONNECT,200,news.html,South Africa,Baseball,Seldon,Non-binary,48,1
11:52:13,26.100.236.67,PATCH,200,ticketing.html,Indonesia,Football,Often,Male,62,1
12:23:49,5.231.145.45,HEAD,200,ticketing.html,Brazil,Volleyball,Seldon,Non-binary,24,2
